Age,Driving_experience,Bonus_Malus,Model,Brand,Vehicle_type,Steering_wheel_location,Color,Insurance_premium,Privileges,Car_age,Insurance_months,Region
75,30,9,80,Audi,Легковые автомобили,Слева,Серый,3520,Инвалид ,35,12,Северо-Казахстанская область
41,20,9,100,Audi,Легковые автомобили,Слева,Черный,16786,Не инвалид,33,12,Алматинская область
57,19,9,A6,Audi,Легковые автомобили,Слева,Прочие,6586,Не инвалид,30,11,Актюбинская область
39,12,8,Other,Audi,Легковые автомобили,Слева,Белый,5988,Не инвалид,28,12,Северо-Казахстанская область
55,19,4,80,Audi,Легковые автомобили,Слева,Черный,22325,Не инвалид,31,12,Алматинская область
46,19,8,80,Audi,Легковые автомобили,Слева,Серый,5988,Не инвалид,35,12,Акмолинская область
52,16,9,80,Audi,Легковые автомобили,Слева,Прочие,11644,Не инвалид,33,12,Астана
55,22,8,A6,Audi,Легковые автомобили,Слева,Синий,9503,Не инвалид,24,12,Северо-Казахстанская область
47,19,8,Other,Audi,Легковые автомобили,Слева,Прочие,11865,Не инвалид,20,9,Алматинская область
52,21,9,С4,Audi,Легковые автомобили,Слева,Синий,5822,Инвалид ,34,12,Астана
34,14,8,Other,Audi,Легковые автомобили,Слева,Красный,15260,Не инвалид,19,12,Алматинская область
59,13,8,С4,Audi,Легковые автомобили,Слева,Прочие,5988,Пенсионер ,33,12,Костанайская область
37,19,9,80,Audi,Легковые автомобили,Слева,Черный,8783,Не инвалид,34,12,Unknown
60,11,5,100,Audi,Легковые автомобили,Слева,Прочие,10071,Пенсионер ,35,12,Алматинская область
33,12,8,Other,Audi,Легковые автомобили,Слева,Прочие,7888,Не инвалид,28,12,Павлодарская область
56,20,9,С4,Audi,Легковые автомобили,Слева,Красный,11644,Не инвалид,30,12,Астана
38,18,9,Other,Audi,Легковые автомобили,Слева,Прочие,8627,Не инвалид,31,12,Павлодарская область
46,11,9,Other,Audi,Легковые автомобили,Слева,Прочие,16786,Не инвалид,26,12,Алматинская область
53,35,8,Other,Audi,Легковые автомобили,Слева,Серый,9412,Не инвалид,18,12,Павлодарская область
64,35,7,С4,Audi,Легковые автомобили,Слева,Прочие,6388,Инвалид ,32,12,Unknown
31,13,8,Other,Audi,Легковые автомобили,Слева,Прочие,5988,Не инвалид,36,12,Акмолинская область
48,13,5,80,Audi,Легковые автомобили,Слева,Черный,3603,Не инвалид,36,6,Акмолинская область
69,18,7,80,Audi,Легковые автомобили,Слева,Прочие,7985,Инвалид ,34,12,Акмолинская область
33,10,7,100,Audi,Легковые автомобили,Слева,Прочие,8614,Не инвалид,33,12,Unknown
48,18,8,100,Audi,Легковые автомобили,Слева,Красный,4404,Не инвалид,37,6,Акмолинская область
66,46,9,B4,Audi,Легковые автомобили,Слева,Черный,10321,Инвалид ,33,12,Костанайская область
54,34,8,Other,Audi,Легковые автомобили,Слева,Прочие,7656,Не инвалид,33,12,Актюбинская область
48,27,5,80,Audi,Легковые автомобили,Слева,Прочие,7186,Не инвалид,35,12,Unknown
52,13,4,Other,Audi,Легковые автомобили,Слева,Прочие,7585,Не инвалид,37,12,Северо-Казахстанская область
48,16,9,Other,Audi,Легковые автомобили,Слева,Прочие,9844,Не инвалид,18,12,Актюбинская область
48,16,9,Other,Audi,Легковые автомобили,Слева,Прочие,10208,Не инвалид,18,12,Актюбинская область
62,43,7,Other,Audi,Легковые автомобили,Слева,Прочие,4943,Не инвалид,30,6,Павлодарская область
55,37,9,С4,Audi,Легковые автомобили,Слева,Серый,5589,Не инвалид,33,12,Акмолинская область
30,11,8,B4,Audi,Легковые автомобили,Слева,Белый,6288,Не инвалид,33,12,Астана
58,11,7,80,Audi,Легковые автомобили,Слева,Синий,8408,Не инвалид,36,12,Карагандинская область
51,20,8,Unknown,Audi,Легковые автомобили,Слева,Черный,4703,Не инвалид,35,6,Карагандинская область
40,21,8,80,Audi,Легковые автомобили,Слева,Серый,7656,Не инвалид,37,12,Актюбинская область
33,15,7,100,Audi,Легковые автомобили,Слева,Прочие,9044,Не инвалид,34,12,Алматинская область
52,21,7,80,Audi,Легковые автомобили,Слева,Синий,6388,Не инвалид,34,12,Unknown
25,7,3,С4,Audi,Легковые автомобили,Слева,Черный,8783,Не инвалид,30,12,Акмолинская область
44,22,9,100,Audi,Легковые автомобили,Слева,Прочие,22381,Не инвалид,34,12,Алматинская область
50,19,7,С4,Audi,Легковые автомобили,Слева,Синий,7985,Не инвалид,31,12,Акмолинская область
